"GEO_ID","NAME","H1_001N","H1_002N","H1_003N",
"Geography","Geographic Area Name"," !!Total:"," !!Total:!!Occupied"," !!Total:!!Vacant",
"1000000US210670011004012","Block 4012, Block Group 4, Census Tract 11, Fayette County, Kentucky","60","60","0",
"1000000US210670013001000","Block 1000, Block Group 1, Census Tract 13, Fayette County, Kentucky","0","0","0",
"1000000US210670013001001","Block 1001, Block Group 1, Census Tract 13, Fayette County, Kentucky","0","0","0",
"1000000US210670013001002","Block 1002, Block Group 1, Census Tract 13, Fayette County, Kentucky","0","0","0",
"1000000US210670013001003","Block 1003, Block Group 1, Census Tract 13, Fayette County, Kentucky","1","1","0",
"1000000US210670013001004","Block 1004, Block Group 1, Census Tract 13, Fayette County, Kentucky","0","0","0",
"1000000US210670013001005","Block 1005, Block Group 1, Census Tract 13, Fayette County, Kentucky","0","0","0",
"1000000US210670013001006","Block 1006, Block Group 1, Census Tract 13, Fayette County, Kentucky","7","7","0",
"1000000US210670013001007","Block 1007, Block Group 1, Census Tract 13, Fayette County, Kentucky","39","29","10",
"1000000US210670013001008","Block 1008, Block Group 1, Census Tract 13, Fayette County, Kentucky","0","0","0",
"1000000US210670013001009","Block 1009, Block Group 1, Census Tract 13, Fayette County, Kentucky","14","11","3",
"1000000US210670013001010","Block 1010, Block Group 1, Census Tract 13, Fayette County, Kentucky","0","0","0",
"1000000US210670013001011","Block 1011, Block Group 1, Census Tract 13, Fayette County, Kentucky","136","110","26",
"1000000US210670013001012","Block 1012, Block Group 1, Census Tract 13, Fayette County, Kentucky","155","142","13",
"1000000US210670013001013","Block 1013, Block Group 1, Census Tract 13, Fayette County, Kentucky","37","37","0",
"1000000US210670013001014","Block 1014, Block Group 1, Census Tract 13, Fayette County, Kentucky","47","47","0",
"1000000US210670013002000","Block 2000, Block Group 2, Census Tract 13, Fayette County, Kentucky","68","68","0",
"1000000US210670013002001","Block 2001, Block Group 2, Census Tract 13, Fayette County, Kentucky","26","26","0",
"1000000US210670013002002","Block 2002, Block Group 2, Census Tract 13, Fayette County, Kentucky","23","18","5",
"1000000US210670013002003","Block 2003, Block Group 2, Census Tract 13, Fayette County, Kentucky","32","16","16",
"1000000US210670013002004","Block 2004, Block Group 2, Census Tract 13, Fayette County, Kentucky","0","0","0",
"1000000US210670013002005","Block 2005, Block Group 2, Census Tract 13, Fayette County, Kentucky","86","81","5",
"1000000US210670013002006","Block 2006, Block Group 2, Census Tract 13, Fayette County, Kentucky","21","20","1",
"1000000US210670013002007","Block 2007, Block Group 2, Census Tract 13, Fayette County, Kentucky","23","23","0",
"1000000US210670013002008","Block 2008, Block Group 2, Census Tract 13, Fayette County, Kentucky","59","59","0",
"1000000US210670013002009","Block 2009, Block Group 2, Census Tract 13, Fayette County, Kentucky","44","38","6",
"1000000US210670013002010","Block 2010, Block Group 2, Census Tract 13, Fayette County, Kentucky","14","14","0",
"1000000US210670013002011","Block 2011, Block Group 2, Census Tract 13, Fayette County, Kentucky","12","12","0",
"1000000US210670013002012","Block 2012, Block Group 2, Census Tract 13, Fayette County, Kentucky","19","19","0",
"1000000US210670013002013","Block 2013, Block Group 2, Census Tract 13, Fayette County, Kentucky","30","20","10",
"1000000US210670013002014","Block 2014, Block Group 2, Census Tract 13, Fayette County, Kentucky","4","4","0",
"1000000US210670013002015","Block 2015, Block Group 2, Census Tract 13, Fayette County, Kentucky","10","0","10",
"1000000US210670013002016","Block 2016, Block Group 2, Census Tract 13, Fayette County, Kentucky","12","10","2",
"1000000US210670014001000","Block 1000, Block Group 1, Census Tract 14, Fayette County, Kentucky","0","0","0",
"1000000US210670014001001","Block 1001, Block Group 1, Census Tract 14, Fayette County, Kentucky","127","126","1",
"1000000US210670014001002","Block 1002, Block Group 1, Census Tract 14, Fayette County, Kentucky","19","19","0",
"1000000US210670014001003","Block 1003, Block Group 1, Census Tract 14, Fayette County, Kentucky","24","19","5",
"1000000US210670014001004","Block 1004, Block Group 1, Census Tract 14, Fayette County, Kentucky","3","3","0",
"1000000US210670014001005","Block 1005, Block Group 1, Census Tract 14, Fayette County, Kentucky","14","14","0",
"1000000US210670014001006","Block 1006, Block Group 1, Census Tract 14, Fayette County, Kentucky","5","5","0",
"1000000US210670014001007","Block 1007, Block Group 1, Census Tract 14, Fayette County, Kentucky","8","4","4",
"1000000US210670014001008","Block 1008, Block Group 1, Census Tract 14, Fayette County, Kentucky","2","0","2",
"1000000US210670014001009","Block 1009, Block Group 1, Census Tract 14, Fayette County, Kentucky","5","5","0",
"1000000US210670014001010","Block 1010, Block Group 1, Census Tract 14, Fayette County, Kentucky","3","3","0",
"1000000US210670014001011","Block 1011, Block Group 1, Census Tract 14, Fayette County, Kentucky","0","0","0",
"1000000US210670014001012","Block 1012, Block Group 1, Census Tract 14, Fayette County, Kentucky","3","0","3",
"1000000US210670014001013","Block 1013, Block Group 1, Census Tract 14, Fayette County, Kentucky","8","0","8",
"1000000US210670014001014","Block 1014, Block Group 1, Census Tract 14, Fayette County, Kentucky","8","8","0",
"1000000US210670014001015","Block 1015, Block Group 1, Census Tract 14, Fayette County, Kentucky","7","7","0",
"1000000US210670014001016","Block 1016, Block Group 1, Census Tract 14, Fayette County, Kentucky","8","8","0",
"1000000US210670014001017","Block 1017, Block Group 1, Census Tract 14, Fayette County, Kentucky","6","6","0",
"1000000US210670014001018","Block 1018, Block Group 1, Census Tract 14, Fayette County, Kentucky","5","4","1",
"1000000US210670014001019","Block 1019, Block Group 1, Census Tract 14, Fayette County, Kentucky","33","24","9",
"1000000US210670014001020","Block 1020, Block Group 1, Census Tract 14, Fayette County, Kentucky","9","9","0",
"1000000US210670014001021","Block 1021, Block Group 1, Census Tract 14, Fayette County, Kentucky","46","46","0",
"1000000US210670014001022","Block 1022, Block Group 1, Census Tract 14, Fayette County, Kentucky","6","6","0",
"1000000US210670014001023","Block 1023, Block Group 1, Census Tract 14, Fayette County, Kentucky","8","6","2",
"1000000US210670014001024","Block 1024, Block Group 1, Census Tract 14, Fayette County, Kentucky","10","10","0",
"1000000US210670014001025","Block 1025, Block Group 1, Census Tract 14, Fayette County, Kentucky","49","44","5",
"1000000US210670014001026","Block 1026, Block Group 1, Census Tract 14, Fayette County, Kentucky","37","34","3",
"1000000US210670014001027","Block 1027, Block Group 1, Census Tract 14, Fayette County, Kentucky","0","0","0",
"1000000US210670014001028","Block 1028, Block Group 1, Census Tract 14, Fayette County, Kentucky","44","44","0",
"1000000US210670014002000","Block 2000, Block Group 2, Census Tract 14, Fayette County, Kentucky","46","42","4",
"1000000US210670014002001","Block 2001, Block Group 2, Census Tract 14, Fayette County, Kentucky","33","17","16",
"1000000US210670014002002","Block 2002, Block Group 2, Census Tract 14, Fayette County, Kentucky","35","19","16",
"1000000US210670014002003","Block 2003, Block Group 2, Census Tract 14, Fayette County, Kentucky","53","42","11",
"1000000US210670014002004","Block 2004, Block Group 2, Census Tract 14, Fayette County, Kentucky","55","53","2",
"1000000US210670014002005","Block 2005, Block Group 2, Census Tract 14, Fayette County, Kentucky","39","32","7",
"1000000US210670014002006","Block 2006, Block Group 2, Census Tract 14, Fayette County, Kentucky","11","11","0",
"1000000US210670014002007","Block 2007, Block Group 2, Census Tract 14, Fayette County, Kentucky","40","31","9",
"1000000US210670014002008","Block 2008, Block Group 2, Census Tract 14, Fayette County, Kentucky","11","11","0",
"1000000US210670014002009","Block 2009, Block Group 2, Census Tract 14, Fayette County, Kentucky","32","30","2",
"1000000US210670014002010","Block 2010, Block Group 2, Census Tract 14, Fayette County, Kentucky","34","34","0",
"1000000US210670014002011","Block 2011, Block Group 2, Census Tract 14, Fayette County, Kentucky","48","48","0",
"1000000US210670014002012","Block 2012, Block Group 2, Census Tract 14, Fayette County, Kentucky","16","10","6",
"1000000US210670014002013","Block 2013, Block Group 2, Census Tract 14, Fayette County, Kentucky","38","38","0",
"1000000US210670014002014","Block 2014, Block Group 2, Census Tract 14, Fayette County, Kentucky","79","74","5",
"1000000US210670014002015","Block 2015, Block Group 2, Census Tract 14, Fayette County, Kentucky","36","32","4",
"1000000US210670015001000","Block 1000, Block Group 1, Census Tract 15, Fayette County, Kentucky","0","0","0",
"1000000US210670015001001","Block 1001, Block Group 1, Census Tract 15, Fayette County, Kentucky","40","40","0",
"1000000US210670015001002","Block 1002, Block Group 1, Census Tract 15, Fayette County, Kentucky","87","77","10",
"1000000US210670015001003","Block 1003, Block Group 1, Census Tract 15, Fayette County, Kentucky","44","36","8",
"1000000US210670015001004","Block 1004, Block Group 1, Census Tract 15, Fayette County, Kentucky","53","51","2",
"1000000US210670015001005","Block 1005, Block Group 1, Census Tract 15, Fayette County, Kentucky","34","31","3",
"1000000US210670015001006","Block 1006, Block Group 1, Census Tract 15, Fayette County, Kentucky","45","35","10",
"1000000US210670015001007","Block 1007, Block Group 1, Census Tract 15, Fayette County, Kentucky","84","75","9",
"1000000US210670015001008","Block 1008, Block Group 1, Census Tract 15, Fayette County, Kentucky","1","1","0",
"1000000US210670015002000","Block 2000, Block Group 2, Census Tract 15, Fayette County, Kentucky","0","0","0",
"1000000US210670015002001","Block 2001, Block Group 2, Census Tract 15, Fayette County, Kentucky","139","139","0",
"1000000US210670015002002","Block 2002, Block Group 2, Census Tract 15, Fayette County, Kentucky","89","80","9",
"1000000US210670015002003","Block 2003, Block Group 2, Census Tract 15, Fayette County, Kentucky","27","27","0",
"1000000US210670015002004","Block 2004, Block Group 2, Census Tract 15, Fayette County, Kentucky","47","42","5",
"1000000US210670015002005","Block 2005, Block Group 2, Census Tract 15, Fayette County, Kentucky","48","48","0",
"1000000US210670015002006","Block 2006, Block Group 2, Census Tract 15, Fayette County, Kentucky","53","53","0",
"1000000US210670015002007","Block 2007, Block Group 2, Census Tract 15, Fayette County, Kentucky","34","34","0",
"1000000US210670015002008","Block 2008, Block Group 2, Census Tract 15, Fayette County, Kentucky","0","0","0",
"1000000US210670015002009","Block 2009, Block Group 2, Census Tract 15, Fayette County, Kentucky","0","0","0",
"1000000US210670015002010","Block 2010, Block Group 2, Census Tract 15, Fayette County, Kentucky","0","0","0",
"1000000US210670015002011","Block 2011, Block Group 2, Census Tract 15, Fayette County, Kentucky","0","0","0",
"1000000US210670015002012","Block 2012, Block Group 2, Census Tract 15, Fayette County, Kentucky","0","0","0",
"1000000US210670015002013","Block 2013, Block Group 2, Census Tract 15, Fayette County, Kentucky","3","3","0",
"1000000US210670015002014","Block 2014, Block Group 2, Census Tract 15, Fayette County, Kentucky","0","0","0",
"1000000US210670015002015","Block 2015, Block Group 2, Census Tract 15, Fayette County, Kentucky","0","0","0",
"1000000US210670015002016","Block 2016, Block Group 2, Census Tract 15, Fayette County, Kentucky","0","0","0",
"1000000US210670015002017","Block 2017, Block Group 2, Census Tract 15, Fayette County, Kentucky","1","0","1",
"1000000US210670015002018","Block 2018, Block Group 2, Census Tract 15, Fayette County, Kentucky","0","0","0",
"1000000US210670015002019","Block 2019, Block Group 2, Census Tract 15, Fayette County, Kentucky","0","0","0",
"1000000US210670015002020","Block 2020, Block Group 2, Census Tract 15, Fayette County, Kentucky","0","0","0",
"1000000US210670015002021","Block 2021, Block Group 2, Census Tract 15, Fayette County, Kentucky","75","75","0",
"1000000US210670015002022","Block 2022, Block Group 2, Census Tract 15, Fayette County, Kentucky","0","0","0",
"1000000US210670015002023","Block 2023, Block Group 2, Census Tract 15, Fayette County, Kentucky","0","0","0",
"1000000US210670016001000","Block 1000, Block Group 1, Census Tract 16, Fayette County, Kentucky","0","0","0",
"1000000US210670016001001","Block 1001, Block Group 1, Census Tract 16, Fayette County, Kentucky","0","0","0",
"1000000US210670016001002","Block 1002, Block Group 1, Census Tract 16, Fayette County, Kentucky","8","5","3",
"1000000US210670016001003","Block 1003, Block Group 1, Census Tract 16, Fayette County, Kentucky","147","141","6",
"1000000US210670016001004","Block 1004, Block Group 1, Census Tract 16, Fayette County, Kentucky","45","45","0",
"1000000US210670016001005","Block 1005, Block Group 1, Census Tract 16, Fayette County, Kentucky","30","30","0",
"1000000US210670016001006","Block 1006, Block Group 1, Census Tract 16, Fayette County, Kentucky","63","63","0",
"1000000US210670016001007","Block 1007, Block Group 1, Census Tract 16, Fayette County, Kentucky","20","20","0",
"1000000US210670016001008","Block 1008, Block Group 1, Census Tract 16, Fayette County, Kentucky","35","35","0",
"1000000US210670016001009","Block 1009, Block Group 1, Census Tract 16, Fayette County, Kentucky","36","29","7",
"1000000US210670016001010","Block 1010, Block Group 1, Census Tract 16, Fayette County, Kentucky","31","29","2",
"1000000US210670016001011","Block 1011, Block Group 1, Census Tract 16, Fayette County, Kentucky","39","39","0",
"1000000US210670016001012","Block 1012, Block Group 1, Census Tract 16, Fayette County, Kentucky","0","0","0",
"1000000US210670016001013","Block 1013, Block Group 1, Census Tract 16, Fayette County, Kentucky","0","0","0",
"1000000US210670016001014","Block 1014, Block Group 1, Census Tract 16, Fayette County, Kentucky","348","299","49",
"1000000US210670016001015","Block 1015, Block Group 1, Census Tract 16, Fayette County, Kentucky","13","13","0",
"1000000US210670016001016","Block 1016, Block Group 1, Census Tract 16, Fayette County, Kentucky","0","0","0",
"1000000US210670016001017","Block 1017, Block Group 1, Census Tract 16, Fayette County, Kentucky","0","0","0",
"1000000US210670016002000","Block 2000, Block Group 2, Census Tract 16, Fayette County, Kentucky","28","19","9",
"1000000US210670016002001","Block 2001, Block Group 2, Census Tract 16, Fayette County, Kentucky","34","34","0",
"1000000US210670016002002","Block 2002, Block Group 2, Census Tract 16, Fayette County, Kentucky","55","55","0",
"1000000US210670016002003","Block 2003, Block Group 2, Census Tract 16, Fayette County, Kentucky","11","11","0",
"1000000US210670016002004","Block 2004, Block Group 2, Census Tract 16, Fayette County, Kentucky","28","15","13",
"1000000US210670016002005","Block 2005, Block Group 2, Census Tract 16, Fayette County, Kentucky","0","0","0",
"1000000US210670016002006","Block 2006, Block Group 2, Census Tract 16, Fayette County, Kentucky","54","46","8",
"1000000US210670016002007","Block 2007, Block Group 2, Census Tract 16, Fayette County, Kentucky","20","20","0",
"1000000US210670016002008","Block 2008, Block Group 2, Census Tract 16, Fayette County, Kentucky","23","22","1",
"1000000US210670016002009","Block 2009, Block Group 2, Census Tract 16, Fayette County, Kentucky","27","27","0",
"1000000US210670016002010","Block 2010, Block Group 2, Census Tract 16, Fayette County, Kentucky","114","111","3",
"1000000US210670016002011","Block 2011, Block Group 2, Census Tract 16, Fayette County, Kentucky","84","83","1",
"1000000US210670016002012","Block 2012, Block Group 2, Census Tract 16, Fayette County, Kentucky","0","0","0",
"1000000US210670016002013","Block 2013, Block Group 2, Census Tract 16, Fayette County, Kentucky","0","0","0",
"1000000US210670016002014","Block 2014, Block Group 2, Census Tract 16, Fayette County, Kentucky","0","0","0",
"1000000US210670017001000","Block 1000, Block Group 1, Census Tract 17, Fayette County, Kentucky","40","24","16",
"1000000US210670017001001","Block 1001, Block Group 1, Census Tract 17, Fayette County, Kentucky","47","43","4",
"1000000US210670017001002","Block 1002, Block Group 1, Census Tract 17, Fayette County, Kentucky","51","50","1",
"1000000US210670017001003","Block 1003, Block Group 1, Census Tract 17, Fayette County, Kentucky","47","46","1",
"1000000US210670017001004","Block 1004, Block Group 1, Census Tract 17, Fayette County, Kentucky","17","17","0",
"1000000US210670017001005","Block 1005, Block Group 1, Census Tract 17, Fayette County, Kentucky","24","11","13",
"1000000US210670017001006","Block 1006, Block Group 1, Census Tract 17, Fayette County, Kentucky","18","16","2",
"1000000US210670017001007","Block 1007, Block Group 1, Census Tract 17, Fayette County, Kentucky","30","25","5",
"1000000US210670017001008","Block 1008, Block Group 1, Census Tract 17, Fayette County, Kentucky","51","46","5",
"1000000US210670017001009","Block 1009, Block Group 1, Census Tract 17, Fayette County, Kentucky","18","18","0",
"1000000US210670017001010","Block 1010, Block Group 1, Census Tract 17, Fayette County, Kentucky","20","20","0",
"1000000US210670017001011","Block 1011, Block Group 1, Census Tract 17, Fayette County, Kentucky","16","11","5",
"1000000US210670017002000","Block 2000, Block Group 2, Census Tract 17, Fayette County, Kentucky","135","126","9",
"1000000US210670017002001","Block 2001, Block Group 2, Census Tract 17, Fayette County, Kentucky","41","41","0",
"1000000US210670017002002","Block 2002, Block Group 2, Census Tract 17, Fayette County, Kentucky","80","72","8",
"1000000US210670017002003","Block 2003, Block Group 2, Census Tract 17, Fayette County, Kentucky","58","48","10",
"1000000US210670017002004","Block 2004, Block Group 2, Census Tract 17, Fayette County, Kentucky","0","0","0",
"1000000US210670017002005","Block 2005, Block Group 2, Census Tract 17, Fayette County, Kentucky","0","0","0",
"1000000US210670017003000","Block 3000, Block Group 3, Census Tract 17, Fayette County, Kentucky","105","102","3",
"1000000US210670017003001","Block 3001, Block Group 3, Census Tract 17, Fayette County, Kentucky","42","40","2",
"1000000US210670017003002","Block 3002, Block Group 3, Census Tract 17, Fayette County, Kentucky","56","40","16",
"1000000US210670017003003","Block 3003, Block Group 3, Census Tract 17, Fayette County, Kentucky","0","0","0",
"1000000US210670017003004","Block 3004, Block Group 3, Census Tract 17, Fayette County, Kentucky","60","60","0",
"1000000US210670017003005","Block 3005, Block Group 3, Census Tract 17, Fayette County, Kentucky","63","63","0",
"1000000US210670017003006","Block 3006, Block Group 3, Census Tract 17, Fayette County, Kentucky","51","45","6",
"1000000US210670017003007","Block 3007, Block Group 3, Census Tract 17, Fayette County, Kentucky","55","55","0",
"1000000US210670017003008","Block 3008, Block Group 3, Census Tract 17, Fayette County, Kentucky","0","0","0",
"1000000US210670017003009","Block 3009, Block Group 3, Census Tract 17, Fayette County, Kentucky","0","0","0",
"1000000US210670017003010","Block 3010, Block Group 3, Census Tract 17, Fayette County, Kentucky","0","0","0",
"1000000US210670017003011","Block 3011, Block Group 3, Census Tract 17, Fayette County, Kentucky","0","0","0",
"1000000US210670018001000","Block 1000, Block Group 1, Census Tract 18, Fayette County, Kentucky","47","39","8",
"1000000US210670018001001","Block 1001, Block Group 1, Census Tract 18, Fayette County, Kentucky","44","44","0",
"1000000US210670018001002","Block 1002, Block Group 1, Census Tract 18, Fayette County, Kentucky","459","415","44",
"1000000US210670018001003","Block 1003, Block Group 1, Census Tract 18, Fayette County, Kentucky","8","0","8",
"1000000US210670018001004","Block 1004, Block Group 1, Census Tract 18, Fayette County, Kentucky","39","38","1",
"1000000US210670018001005","Block 1005, Block Group 1, Census Tract 18, Fayette County, Kentucky","51","51","0",
"1000000US210670018001006","Block 1006, Block Group 1, Census Tract 18, Fayette County, Kentucky","102","90","12",
"1000000US210670018001007","Block 1007, Block Group 1, Census Tract 18, Fayette County, Kentucky","149","135","14",
"1000000US210670018001008","Block 1008, Block Group 1, Census Tract 18, Fayette County, Kentucky","0","0","0",
"1000000US210670018001009","Block 1009, Block Group 1, Census Tract 18, Fayette County, Kentucky","8","8","0",
"1000000US210670018001010","Block 1010, Block Group 1, Census Tract 18, Fayette County, Kentucky","14","14","0",
"1000000US210670018002000","Block 2000, Block Group 2, Census Tract 18, Fayette County, Kentucky","0","0","0",
"1000000US210670018002001","Block 2001, Block Group 2, Census Tract 18, Fayette County, Kentucky","0","0","0",
"1000000US210670018002002","Block 2002, Block Group 2, Census Tract 18, Fayette County, Kentucky","93","91","2",
"1000000US210670018002003","Block 2003, Block Group 2, Census Tract 18, Fayette County, Kentucky","22","18","4",
"1000000US210670018002004","Block 2004, Block Group 2, Census Tract 18, Fayette County, Kentucky","0","0","0",
"1000000US210670018002005","Block 2005, Block Group 2, Census Tract 18, Fayette County, Kentucky","69","69","0",
"1000000US210670018002006","Block 2006, Block Group 2, Census Tract 18, Fayette County, Kentucky","0","0","0",
"1000000US210670018002007","Block 2007, Block Group 2, Census Tract 18, Fayette County, Kentucky","1","0","1",
"1000000US210670018002008","Block 2008, Block Group 2, Census Tract 18, Fayette County, Kentucky","0","0","0",
"1000000US210670018002009","Block 2009, Block Group 2, Census Tract 18, Fayette County, Kentucky","148","133","15",
"1000000US210670018002010","Block 2010, Block Group 2, Census Tract 18, Fayette County, Kentucky","26","26","0",
"1000000US210670018002011","Block 2011, Block Group 2, Census Tract 18, Fayette County, Kentucky","2","2","0",
"1000000US210670018002012","Block 2012, Block Group 2, Census Tract 18, Fayette County, Kentucky","49","41","8",
"1000000US210670018002013","Block 2013, Block Group 2, Census Tract 18, Fayette County, Kentucky","40","40","0",
"1000000US210670018002014","Block 2014, Block Group 2, Census Tract 18, Fayette County, Kentucky","50","34","16",
"1000000US210670018002015","Block 2015, Block Group 2, Census Tract 18, Fayette County, Kentucky","21","20","1",
"1000000US210670019001000","Block 1000, Block Group 1, Census Tract 19, Fayette County, Kentucky","275","259","16",
"1000000US210670019001001","Block 1001, Block Group 1, Census Tract 19, Fayette County, Kentucky","11","11","0",
"1000000US210670019001002","Block 1002, Block Group 1, Census Tract 19, Fayette County, Kentucky","32","28","4",
"1000000US210670019001003","Block 1003, Block Group 1, Census Tract 19, Fayette County, Kentucky","75","74","1",
"1000000US210670019001004","Block 1004, Block Group 1, Census Tract 19, Fayette County, Kentucky","31","26","5",
"1000000US210670019001005","Block 1005, Block Group 1, Census Tract 19, Fayette County, Kentucky","0","0","0",
"1000000US210670019001006","Block 1006, Block Group 1, Census Tract 19, Fayette County, Kentucky","20","19","1",
"1000000US210670019001007","Block 1007, Block Group 1, Census Tract 19, Fayette County, Kentucky","25","25","0",
"1000000US210670019001008","Block 1008, Block Group 1, Census Tract 19, Fayette County, Kentucky","32","32","0",
"1000000US210670019001009","Block 1009, Block Group 1, Census Tract 19, Fayette County, Kentucky","9","9","0",
"1000000US210670019001010","Block 1010, Block Group 1, Census Tract 19, Fayette County, Kentucky","51","42","9",
"1000000US210670019001011","Block 1011, Block Group 1, Census Tract 19, Fayette County, Kentucky","16","16","0",
"1000000US210670019001012","Block 1012, Block Group 1, Census Tract 19, Fayette County, Kentucky","15","15","0",
"1000000US210670019001013","Block 1013, Block Group 1, Census Tract 19, Fayette County, Kentucky","0","0","0",
"1000000US210670019001014","Block 1014, Block Group 1, Census Tract 19, Fayette County, Kentucky","0","0","0",
"1000000US210670019001015","Block 1015, Block Group 1, Census Tract 19, Fayette County, Kentucky","0","0","0",
"1000000US210670019001016","Block 1016, Block Group 1, Census Tract 19, Fayette County, Kentucky","22","22","0",
"1000000US210670019001017","Block 1017, Block Group 1, Census Tract 19, Fayette County, Kentucky","0","0","0",
"1000000US210670019001018","Block 1018, Block Group 1, Census Tract 19, Fayette County, Kentucky","0","0","0",
"1000000US210670019001019","Block 1019, Block Group 1, Census Tract 19, Fayette County, Kentucky","19","19","0",
"1000000US210670019001020","Block 1020, Block Group 1, Census Tract 19, Fayette County, Kentucky","16","16","0",
"1000000US210670019002000","Block 2000, Block Group 2, Census Tract 19, Fayette County, Kentucky","60","60","0",
"1000000US210670019002001","Block 2001, Block Group 2, Census Tract 19, Fayette County, Kentucky","356","265","91",
"1000000US210670019002002","Block 2002, Block Group 2, Census Tract 19, Fayette County, Kentucky","311","287","24",
"1000000US210670019003000","Block 3000, Block Group 3, Census Tract 19, Fayette County, Kentucky","543","462","81",
"1000000US210670019003001","Block 3001, Block Group 3, Census Tract 19, Fayette County, Kentucky","26","22","4",
"1000000US210670019003002","Block 3002, Block Group 3, Census Tract 19, Fayette County, Kentucky","43","43","0",
"1000000US210670019003003","Block 3003, Block Group 3, Census Tract 19, Fayette County, Kentucky","138","138","0",
"1000000US210670019003004","Block 3004, Block Group 3, Census Tract 19, Fayette County, Kentucky","0","0","0",
"1000000US210670019003005","Block 3005, Block Group 3, Census Tract 19, Fayette County, Kentucky","23","16","7",
"1000000US210670020011000","Block 1000, Block Group 1, Census Tract 20.01, Fayette County, Kentucky","501","440","61",
"1000000US210670020011001","Block 1001, Block Group 1, Census Tract 20.01, Fayette County, Kentucky","0","0","0",
"1000000US210670020011002","Block 1002, Block Group 1, Census Tract 20.01, Fayette County, Kentucky","108","105","3",
"1000000US210670020011003","Block 1003, Block Group 1, Census Tract 20.01, Fayette County, Kentucky","313","247","66",
"1000000US210670020011004","Block 1004, Block Group 1, Census Tract 20.01, Fayette County, Kentucky","96","87","9",
"1000000US210670020011005","Block 1005, Block Group 1, Census Tract 20.01, Fayette County, Kentucky","0","0","0",
"1000000US210670020011006","Block 1006, Block Group 1, Census Tract 20.01, Fayette County, Kentucky","0","0","0",
"1000000US210670020011007","Block 1007, Block Group 1, Census Tract 20.01, Fayette County, Kentucky","0","0","0",
"1000000US210670020012000","Block 2000, Block Group 2, Census Tract 20.01, Fayette County, Kentucky","48","48","0",
"1000000US210670020012001","Block 2001, Block Group 2, Census Tract 20.01, Fayette County, Kentucky","28","28","0",
"1000000US210670020012002","Block 2002, Block Group 2, Census Tract 20.01, Fayette County, Kentucky","19","14","5",
"1000000US210670020012003","Block 2003, Block Group 2, Census Tract 20.01, Fayette County, Kentucky","37","18","19",
"1000000US210670020012004","Block 2004, Block Group 2, Census Tract 20.01, Fayette County, Kentucky","44","39","5",
"1000000US210670020012005","Block 2005, Block Group 2, Census Tract 20.01, Fayette County, Kentucky","29","29","0",
"1000000US210670020012006","Block 2006, Block Group 2, Census Tract 20.01, Fayette County, Kentucky","77","75","2",
"1000000US210670020012007","Block 2007, Block Group 2, Census Tract 20.01, Fayette County, Kentucky","2","2","0",
"1000000US210670020012008","Block 2008, Block Group 2, Census Tract 20.01, Fayette County, Kentucky","9","4","5",
"1000000US210670020012009","Block 2009, Block Group 2, Census Tract 20.01, Fayette County, Kentucky","38","38","0",
"1000000US210670020012010","Block 2010, Block Group 2, Census Tract 20.01, Fayette County, Kentucky","3","3","0",
"1000000US210670020012011","Block 2011, Block Group 2, Census Tract 20.01, Fayette County, Kentucky","13","13","0",
"1000000US210670020012012","Block 2012, Block Group 2, Census Tract 20.01, Fayette County, Kentucky","18","18","0",
"1000000US210670020012013","Block 2013, Block Group 2, Census Tract 20.01, Fayette County, Kentucky","0","0","0",
"1000000US210670020012014","Block 2014, Block Group 2, Census Tract 20.01, Fayette County, Kentucky","0","0","0",
"1000000US210670020013000","Block 3000, Block Group 3, Census Tract 20.01, Fayette County, Kentucky","131","126","5",
"1000000US210670020013001","Block 3001, Block Group 3, Census Tract 20.01, Fayette County, Kentucky","48","48","0",
"1000000US210670020013002","Block 3002, Block Group 3, Census Tract 20.01, Fayette County, Kentucky","24","20","4",
"1000000US210670020013003","Block 3003, Block Group 3, Census Tract 20.01, Fayette County, Kentucky","55","51","4",
"1000000US210670020013004","Block 3004, Block Group 3, Census Tract 20.01, Fayette County, Kentucky","34","34","0",
"1000000US210670020013005","Block 3005, Block Group 3, Census Tract 20.01, Fayette County, Kentucky","0","0","0",
"1000000US210670020013006","Block 3006, Block Group 3, Census Tract 20.01, Fayette County, Kentucky","213","187","26",
"1000000US210670020013007","Block 3007, Block Group 3, Census Tract 20.01, Fayette County, Kentucky","35","35","0",
"1000000US210670020013008","Block 3008, Block Group 3, Census Tract 20.01, Fayette County, Kentucky","31","28","3",
"1000000US210670020013009","Block 3009, Block Group 3, Census Tract 20.01, Fayette County, Kentucky","31","31","0",
"1000000US210670020013010","Block 3010, Block Group 3, Census Tract 20.01, Fayette County, Kentucky","28","28","0",
"1000000US210670020013011","Block 3011, Block Group 3, Census Tract 20.01, Fayette County, Kentucky","166","166","0",
"1000000US210670020013012","Block 3012, Block Group 3, Census Tract 20.01, Fayette County, Kentucky","54","54","0",
"1000000US210670020013013","Block 3013, Block Group 3, Census Tract 20.01, Fayette County, Kentucky","84","84","0",
"1000000US210670020013014","Block 3014, Block Group 3, Census Tract 20.01, Fayette County, Kentucky","145","126","19",
"1000000US210670020013015","Block 3015, Block Group 3, Census Tract 20.01, Fayette County, Kentucky","32","7","25",
"1000000US210670020021000","Block 1000, Block Group 1, Census Tract 20.02, Fayette County, Kentucky","0","0","0",
