"GEO_ID","NAME","H1_001N","H1_002N","H1_003N",
"Geography","Geographic Area Name"," !!Total:"," !!Total:!!Occupied"," !!Total:!!Vacant",
"1000000US210670037011002","Block 1002, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037011003","Block 1003, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037011004","Block 1004, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037011005","Block 1005, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037011006","Block 1006, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","1","1","0",
"1000000US210670037011007","Block 1007, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","14","6","8",
"1000000US210670037011008","Block 1008, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","4","4","0",
"1000000US210670037011009","Block 1009, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","2","2","0",
"1000000US210670037011010","Block 1010, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","2","0","2",
"1000000US210670037011011","Block 1011, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","9","9","0",
"1000000US210670037011012","Block 1012, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","4","4","0",
"1000000US210670037011013","Block 1013, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","8","3","5",
"1000000US210670037011014","Block 1014, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","15","15","0",
"1000000US210670037011015","Block 1015, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","12","12","0",
"1000000US210670037011016","Block 1016, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","15","15","0",
"1000000US210670037011017","Block 1017, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037011018","Block 1018, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","4","4","0",
"1000000US210670037011019","Block 1019, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037011020","Block 1020, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037011021","Block 1021, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","1","1","0",
"1000000US210670037011022","Block 1022, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","1","1","0",
"1000000US210670037011023","Block 1023, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037011024","Block 1024, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","6","0","6",
"1000000US210670037011025","Block 1025, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037011026","Block 1026, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037011027","Block 1027, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","56","55","1",
"1000000US210670037011028","Block 1028, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","11","11","0",
"1000000US210670037011029","Block 1029, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","21","21","0",
"1000000US210670037011030","Block 1030, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","14","10","4",
"1000000US210670037011031","Block 1031, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","13","13","0",
"1000000US210670037011032","Block 1032, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","2","0","2",
"1000000US210670037011033","Block 1033, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","24","21","3",
"1000000US210670037011034","Block 1034, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","2","2","0",
"1000000US210670037011035","Block 1035, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037011036","Block 1036, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037011037","Block 1037, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037011038","Block 1038, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037011039","Block 1039, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","5","0","5",
"1000000US210670037011040","Block 1040, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037011041","Block 1041, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037011042","Block 1042, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037011043","Block 1043, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","1","1","0",
"1000000US210670037011044","Block 1044, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","26","26","0",
"1000000US210670037011045","Block 1045, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","2","0","2",
"1000000US210670037011046","Block 1046, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","1","1","0",
"1000000US210670037011047","Block 1047, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037011048","Block 1048, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037011049","Block 1049, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037011050","Block 1050, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037011051","Block 1051, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037011052","Block 1052, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037011053","Block 1053, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","5","5","0",
"1000000US210670037011054","Block 1054, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","42","30","12",
"1000000US210670037011055","Block 1055, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","7","7","0",
"1000000US210670037011056","Block 1056, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037011057","Block 1057, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","1","1","0",
"1000000US210670037011058","Block 1058, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037011059","Block 1059, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037011060","Block 1060, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037011061","Block 1061, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037011062","Block 1062, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037011063","Block 1063, Block Group 1, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037012000","Block 2000, Block Group 2, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037012001","Block 2001, Block Group 2, Census Tract 37.01, Fayette County, Kentucky","31","31","0",
"1000000US210670037012002","Block 2002, Block Group 2, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037012003","Block 2003, Block Group 2, Census Tract 37.01, Fayette County, Kentucky","3","3","0",
"1000000US210670037012004","Block 2004, Block Group 2, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037012005","Block 2005, Block Group 2, Census Tract 37.01, Fayette County, Kentucky","3","3","0",
"1000000US210670037012006","Block 2006, Block Group 2, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037012007","Block 2007, Block Group 2, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037012008","Block 2008, Block Group 2, Census Tract 37.01, Fayette County, Kentucky","1","1","0",
"1000000US210670037012009","Block 2009, Block Group 2, Census Tract 37.01, Fayette County, Kentucky","2","2","0",
"1000000US210670037012010","Block 2010, Block Group 2, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037012011","Block 2011, Block Group 2, Census Tract 37.01, Fayette County, Kentucky","3","3","0",
"1000000US210670037012012","Block 2012, Block Group 2, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037012013","Block 2013, Block Group 2, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037012014","Block 2014, Block Group 2, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037012015","Block 2015, Block Group 2, Census Tract 37.01, Fayette County, Kentucky","3","0","3",
"1000000US210670037012016","Block 2016, Block Group 2, Census Tract 37.01, Fayette County, Kentucky","14","14","0",
"1000000US210670037012017","Block 2017, Block Group 2, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037012018","Block 2018, Block Group 2, Census Tract 37.01, Fayette County, Kentucky","24","15","9",
"1000000US210670037012019","Block 2019, Block Group 2, Census Tract 37.01, Fayette County, Kentucky","6","5","1",
"1000000US210670037012020","Block 2020, Block Group 2, Census Tract 37.01, Fayette County, Kentucky","4","4","0",
"1000000US210670037012021","Block 2021, Block Group 2, Census Tract 37.01, Fayette County, Kentucky","3","3","0",
"1000000US210670037012022","Block 2022, Block Group 2, Census Tract 37.01, Fayette County, Kentucky","5","5","0",
"1000000US210670037012023","Block 2023, Block Group 2, Census Tract 37.01, Fayette County, Kentucky","3","1","2",
"1000000US210670037012024","Block 2024, Block Group 2, Census Tract 37.01, Fayette County, Kentucky","21","21","0",
"1000000US210670037012025","Block 2025, Block Group 2, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037012026","Block 2026, Block Group 2, Census Tract 37.01, Fayette County, Kentucky","11","11","0",
"1000000US210670037012027","Block 2027, Block Group 2, Census Tract 37.01, Fayette County, Kentucky","1","1","0",
"1000000US210670037012028","Block 2028, Block Group 2, Census Tract 37.01, Fayette County, Kentucky","1","1","0",
"1000000US210670037012029","Block 2029, Block Group 2, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037012030","Block 2030, Block Group 2, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037012031","Block 2031, Block Group 2, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037012032","Block 2032, Block Group 2, Census Tract 37.01, Fayette County, Kentucky","1","1","0",
"1000000US210670037012033","Block 2033, Block Group 2, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037012034","Block 2034, Block Group 2, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037012035","Block 2035, Block Group 2, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037012036","Block 2036, Block Group 2, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037012037","Block 2037, Block Group 2, Census Tract 37.01, Fayette County, Kentucky","0","0","0",
"1000000US210670037012038","Block 2038, Block Group 2, Census Tract 37.01, Fayette County, Kentucky","1","1","0",
"1000000US210670037021000","Block 1000, Block Group 1, Census Tract 37.02, Fayette County, Kentucky","19","19","0",
"1000000US210670037021001","Block 1001, Block Group 1, Census Tract 37.02, Fayette County, Kentucky","212","212","0",
"1000000US210670037021002","Block 1002, Block Group 1, Census Tract 37.02, Fayette County, Kentucky","47","47","0",
"1000000US210670037021003","Block 1003, Block Group 1, Census Tract 37.02, Fayette County, Kentucky","35","35","0",
"1000000US210670037021004","Block 1004, Block Group 1, Census Tract 37.02, Fayette County, Kentucky","33","33","0",
"1000000US210670037021005","Block 1005, Block Group 1, Census Tract 37.02, Fayette County, Kentucky","29","29","0",
"1000000US210670037021006","Block 1006, Block Group 1, Census Tract 37.02, Fayette County, Kentucky","24","24","0",
"1000000US210670037021007","Block 1007, Block Group 1, Census Tract 37.02, Fayette County, Kentucky","31","31","0",
"1000000US210670037021008","Block 1008, Block Group 1, Census Tract 37.02, Fayette County, Kentucky","40","40","0",
"1000000US210670037021009","Block 1009, Block Group 1, Census Tract 37.02, Fayette County, Kentucky","31","31","0",
"1000000US210670037021010","Block 1010, Block Group 1, Census Tract 37.02, Fayette County, Kentucky","27","15","12",
"1000000US210670037021011","Block 1011, Block Group 1, Census Tract 37.02, Fayette County, Kentucky","32","32","0",
"1000000US210670037021012","Block 1012, Block Group 1, Census Tract 37.02, Fayette County, Kentucky","40","32","8",
"1000000US210670037021013","Block 1013, Block Group 1, Census Tract 37.02, Fayette County, Kentucky","184","168","16",
"1000000US210670037021014","Block 1014, Block Group 1, Census Tract 37.02, Fayette County, Kentucky","26","26","0",
"1000000US210670037021015","Block 1015, Block Group 1, Census Tract 37.02, Fayette County, Kentucky","26","25","1",
"1000000US210670037021016","Block 1016, Block Group 1, Census Tract 37.02, Fayette County, Kentucky","18","10","8",
"1000000US210670037021017","Block 1017, Block Group 1, Census Tract 37.02, Fayette County, Kentucky","31","26","5",
"1000000US210670037021018","Block 1018, Block Group 1, Census Tract 37.02, Fayette County, Kentucky","18","12","6",
"1000000US210670037021019","Block 1019, Block Group 1, Census Tract 37.02, Fayette County, Kentucky","10","10","0",
"1000000US210670037021020","Block 1020, Block Group 1, Census Tract 37.02, Fayette County, Kentucky","130","129","1",
"1000000US210670037021021","Block 1021, Block Group 1, Census Tract 37.02, Fayette County, Kentucky","61","61","0",
"1000000US210670037022000","Block 2000, Block Group 2, Census Tract 37.02, Fayette County, Kentucky","17","17","0",
"1000000US210670037022001","Block 2001, Block Group 2, Census Tract 37.02, Fayette County, Kentucky","20","20","0",
"1000000US210670037022002","Block 2002, Block Group 2, Census Tract 37.02, Fayette County, Kentucky","23","23","0",
"1000000US210670037022003","Block 2003, Block Group 2, Census Tract 37.02, Fayette County, Kentucky","11","11","0",
"1000000US210670037022004","Block 2004, Block Group 2, Census Tract 37.02, Fayette County, Kentucky","15","8","7",
"1000000US210670037022005","Block 2005, Block Group 2, Census Tract 37.02, Fayette County, Kentucky","64","64","0",
"1000000US210670037022006","Block 2006, Block Group 2, Census Tract 37.02, Fayette County, Kentucky","65","55","10",
"1000000US210670037022007","Block 2007, Block Group 2, Census Tract 37.02, Fayette County, Kentucky","24","22","2",
"1000000US210670037022008","Block 2008, Block Group 2, Census Tract 37.02, Fayette County, Kentucky","110","110","0",
"1000000US210670037022009","Block 2009, Block Group 2, Census Tract 37.02, Fayette County, Kentucky","53","53","0",
"1000000US210670037022010","Block 2010, Block Group 2, Census Tract 37.02, Fayette County, Kentucky","19","19","0",
"1000000US210670037022011","Block 2011, Block Group 2, Census Tract 37.02, Fayette County, Kentucky","23","22","1",
"1000000US210670037022012","Block 2012, Block Group 2, Census Tract 37.02, Fayette County, Kentucky","30","4","26",
"1000000US210670037022013","Block 2013, Block Group 2, Census Tract 37.02, Fayette County, Kentucky","0","0","0",
"1000000US210670037022014","Block 2014, Block Group 2, Census Tract 37.02, Fayette County, Kentucky","0","0","0",
"1000000US210670037022015","Block 2015, Block Group 2, Census Tract 37.02, Fayette County, Kentucky","0","0","0",
"1000000US210670037022016","Block 2016, Block Group 2, Census Tract 37.02, Fayette County, Kentucky","0","0","0",
"1000000US210670037022017","Block 2017, Block Group 2, Census Tract 37.02, Fayette County, Kentucky","0","0","0",
"1000000US210670037022018","Block 2018, Block Group 2, Census Tract 37.02, Fayette County, Kentucky","25","25","0",
"1000000US210670037022019","Block 2019, Block Group 2, Census Tract 37.02, Fayette County, Kentucky","29","29","0",
"1000000US210670037022020","Block 2020, Block Group 2, Census Tract 37.02, Fayette County, Kentucky","0","0","0",
"1000000US210670037022021","Block 2021, Block Group 2, Census Tract 37.02, Fayette County, Kentucky","0","0","0",
"1000000US210670037022022","Block 2022, Block Group 2, Census Tract 37.02, Fayette County, Kentucky","0","0","0",
"1000000US210670037022023","Block 2023, Block Group 2, Census Tract 37.02, Fayette County, Kentucky","0","0","0",
"1000000US210670037022024","Block 2024, Block Group 2, Census Tract 37.02, Fayette County, Kentucky","0","0","0",
"1000000US210670037022025","Block 2025, Block Group 2, Census Tract 37.02, Fayette County, Kentucky","0","0","0",
"1000000US210670037022026","Block 2026, Block Group 2, Census Tract 37.02, Fayette County, Kentucky","0","0","0",
"1000000US210670037022027","Block 2027, Block Group 2, Census Tract 37.02, Fayette County, Kentucky","0","0","0",
"1000000US210670037022028","Block 2028, Block Group 2, Census Tract 37.02, Fayette County, Kentucky","0","0","0",
"1000000US210670037022029","Block 2029, Block Group 2, Census Tract 37.02, Fayette County, Kentucky","0","0","0",
"1000000US210670037022030","Block 2030, Block Group 2, Census Tract 37.02, Fayette County, Kentucky","1","0","1",
"1000000US210670037031000","Block 1000, Block Group 1, Census Tract 37.03, Fayette County, Kentucky","90","90","0",
"1000000US210670037031001","Block 1001, Block Group 1, Census Tract 37.03, Fayette County, Kentucky","64","64","0",
"1000000US210670037031002","Block 1002, Block Group 1, Census Tract 37.03, Fayette County, Kentucky","26","26","0",
"1000000US210670037031003","Block 1003, Block Group 1, Census Tract 37.03, Fayette County, Kentucky","52","52","0",
"1000000US210670037031004","Block 1004, Block Group 1, Census Tract 37.03, Fayette County, Kentucky","28","23","5",
"1000000US210670037031005","Block 1005, Block Group 1, Census Tract 37.03, Fayette County, Kentucky","112","105","7",
"1000000US210670037031006","Block 1006, Block Group 1, Census Tract 37.03, Fayette County, Kentucky","73","69","4",
"1000000US210670037031007","Block 1007, Block Group 1, Census Tract 37.03, Fayette County, Kentucky","47","47","0",
"1000000US210670037031008","Block 1008, Block Group 1, Census Tract 37.03, Fayette County, Kentucky","67","62","5",
"1000000US210670037031009","Block 1009, Block Group 1, Census Tract 37.03, Fayette County, Kentucky","54","50","4",
"1000000US210670037031010","Block 1010, Block Group 1, Census Tract 37.03, Fayette County, Kentucky","19","16","3",
"1000000US210670037031011","Block 1011, Block Group 1, Census Tract 37.03, Fayette County, Kentucky","0","0","0",
"1000000US210670037031012","Block 1012, Block Group 1, Census Tract 37.03, Fayette County, Kentucky","88","88","0",
"1000000US210670037031013","Block 1013, Block Group 1, Census Tract 37.03, Fayette County, Kentucky","17","17","0",
"1000000US210670037031014","Block 1014, Block Group 1, Census Tract 37.03, Fayette County, Kentucky","40","40","0",
"1000000US210670037031015","Block 1015, Block Group 1, Census Tract 37.03, Fayette County, Kentucky","27","27","0",
"1000000US210670037031016","Block 1016, Block Group 1, Census Tract 37.03, Fayette County, Kentucky","18","18","0",
"1000000US210670037031017","Block 1017, Block Group 1, Census Tract 37.03, Fayette County, Kentucky","37","36","1",
"1000000US210670037031018","Block 1018, Block Group 1, Census Tract 37.03, Fayette County, Kentucky","0","0","0",
"1000000US210670037031019","Block 1019, Block Group 1, Census Tract 37.03, Fayette County, Kentucky","0","0","0",
"1000000US210670037031020","Block 1020, Block Group 1, Census Tract 37.03, Fayette County, Kentucky","0","0","0",
"1000000US210670037031021","Block 1021, Block Group 1, Census Tract 37.03, Fayette County, Kentucky","0","0","0",
"1000000US210670037031022","Block 1022, Block Group 1, Census Tract 37.03, Fayette County, Kentucky","0","0","0",
"1000000US210670037031023","Block 1023, Block Group 1, Census Tract 37.03, Fayette County, Kentucky","0","0","0",
"1000000US210670037031024","Block 1024, Block Group 1, Census Tract 37.03, Fayette County, Kentucky","0","0","0",
"1000000US210670037031025","Block 1025, Block Group 1, Census Tract 37.03, Fayette County, Kentucky","0","0","0",
"1000000US210670037032000","Block 2000, Block Group 2, Census Tract 37.03, Fayette County, Kentucky","165","165","0",
"1000000US210670037032001","Block 2001, Block Group 2, Census Tract 37.03, Fayette County, Kentucky","33","33","0",
"1000000US210670037032002","Block 2002, Block Group 2, Census Tract 37.03, Fayette County, Kentucky","48","48","0",
"1000000US210670037032003","Block 2003, Block Group 2, Census Tract 37.03, Fayette County, Kentucky","48","48","0",
"1000000US210670037032004","Block 2004, Block Group 2, Census Tract 37.03, Fayette County, Kentucky","48","48","0",
"1000000US210670037032005","Block 2005, Block Group 2, Census Tract 37.03, Fayette County, Kentucky","97","94","3",
"1000000US210670037032006","Block 2006, Block Group 2, Census Tract 37.03, Fayette County, Kentucky","37","37","0",
"1000000US210670037032007","Block 2007, Block Group 2, Census Tract 37.03, Fayette County, Kentucky","21","21","0",
"1000000US210670037032008","Block 2008, Block Group 2, Census Tract 37.03, Fayette County, Kentucky","28","28","0",
"1000000US210670037032009","Block 2009, Block Group 2, Census Tract 37.03, Fayette County, Kentucky","25","24","1",
"1000000US210670037032010","Block 2010, Block Group 2, Census Tract 37.03, Fayette County, Kentucky","39","39","0",
"1000000US210670037032011","Block 2011, Block Group 2, Census Tract 37.03, Fayette County, Kentucky","13","13","0",
"1000000US210670037032012","Block 2012, Block Group 2, Census Tract 37.03, Fayette County, Kentucky","32","32","0",
"1000000US210670037033000","Block 3000, Block Group 3, Census Tract 37.03, Fayette County, Kentucky","214","213","1",
"1000000US210670037033001","Block 3001, Block Group 3, Census Tract 37.03, Fayette County, Kentucky","10","10","0",
"1000000US210670037033002","Block 3002, Block Group 3, Census Tract 37.03, Fayette County, Kentucky","68","66","2",
"1000000US210670037033003","Block 3003, Block Group 3, Census Tract 37.03, Fayette County, Kentucky","10","4","6",
"1000000US210670037033004","Block 3004, Block Group 3, Census Tract 37.03, Fayette County, Kentucky","58","55","3",
"1000000US210670037033005","Block 3005, Block Group 3, Census Tract 37.03, Fayette County, Kentucky","14","14","0",
"1000000US210670037033006","Block 3006, Block Group 3, Census Tract 37.03, Fayette County, Kentucky","33","33","0",
"1000000US210670037033007","Block 3007, Block Group 3, Census Tract 37.03, Fayette County, Kentucky","21","21","0",
"1000000US210670037033008","Block 3008, Block Group 3, Census Tract 37.03, Fayette County, Kentucky","45","45","0",
"1000000US210670037033009","Block 3009, Block Group 3, Census Tract 37.03, Fayette County, Kentucky","47","47","0",
"1000000US210670037033010","Block 3010, Block Group 3, Census Tract 37.03, Fayette County, Kentucky","14","14","0",
"1000000US210670037033011","Block 3011, Block Group 3, Census Tract 37.03, Fayette County, Kentucky","30","30","0",
"1000000US210670037033012","Block 3012, Block Group 3, Census Tract 37.03, Fayette County, Kentucky","39","36","3",
"1000000US210670037041000","Block 1000, Block Group 1, Census Tract 37.04, Fayette County, Kentucky","47","47","0",
"1000000US210670037041001","Block 1001, Block Group 1, Census Tract 37.04, Fayette County, Kentucky","27","27","0",
"1000000US210670037041002","Block 1002, Block Group 1, Census Tract 37.04, Fayette County, Kentucky","108","108","0",
"1000000US210670037041003","Block 1003, Block Group 1, Census Tract 37.04, Fayette County, Kentucky","46","43","3",
"1000000US210670037041004","Block 1004, Block Group 1, Census Tract 37.04, Fayette County, Kentucky","183","182","1",
"1000000US210670037041005","Block 1005, Block Group 1, Census Tract 37.04, Fayette County, Kentucky","17","6","11",
"1000000US210670037041006","Block 1006, Block Group 1, Census Tract 37.04, Fayette County, Kentucky","33","33","0",
"1000000US210670037041007","Block 1007, Block Group 1, Census Tract 37.04, Fayette County, Kentucky","54","54","0",
"1000000US210670037041008","Block 1008, Block Group 1, Census Tract 37.04, Fayette County, Kentucky","16","16","0",
"1000000US210670037041009","Block 1009, Block Group 1, Census Tract 37.04, Fayette County, Kentucky","176","153","23",
"1000000US210670037041010","Block 1010, Block Group 1, Census Tract 37.04, Fayette County, Kentucky","36","34","2",
"1000000US210670037041011","Block 1011, Block Group 1, Census Tract 37.04, Fayette County, Kentucky","47","47","0",
"1000000US210670037041012","Block 1012, Block Group 1, Census Tract 37.04, Fayette County, Kentucky","0","0","0",
"1000000US210670037041013","Block 1013, Block Group 1, Census Tract 37.04, Fayette County, Kentucky","76","55","21",
"1000000US210670037041014","Block 1014, Block Group 1, Census Tract 37.04, Fayette County, Kentucky","82","74","8",
"1000000US210670037041015","Block 1015, Block Group 1, Census Tract 37.04, Fayette County, Kentucky","25","20","5",
"1000000US210670037041016","Block 1016, Block Group 1, Census Tract 37.04, Fayette County, Kentucky","8","8","0",
"1000000US210670037041017","Block 1017, Block Group 1, Census Tract 37.04, Fayette County, Kentucky","0","0","0",
"1000000US210670037041018","Block 1018, Block Group 1, Census Tract 37.04, Fayette County, Kentucky","47","46","1",
"1000000US210670037041019","Block 1019, Block Group 1, Census Tract 37.04, Fayette County, Kentucky","40","40","0",
"1000000US210670037041020","Block 1020, Block Group 1, Census Tract 37.04, Fayette County, Kentucky","13","13","0",
"1000000US210670037041021","Block 1021, Block Group 1, Census Tract 37.04, Fayette County, Kentucky","57","52","5",
"1000000US210670037041022","Block 1022, Block Group 1, Census Tract 37.04, Fayette County, Kentucky","15","15","0",
"1000000US210670037041023","Block 1023, Block Group 1, Census Tract 37.04, Fayette County, Kentucky","49","49","0",
"1000000US210670037041024","Block 1024, Block Group 1, Census Tract 37.04, Fayette County, Kentucky","29","26","3",
"1000000US210670037041025","Block 1025, Block Group 1, Census Tract 37.04, Fayette County, Kentucky","28","28","0",
"1000000US210670037041026","Block 1026, Block Group 1, Census Tract 37.04, Fayette County, Kentucky","53","53","0",
"1000000US210670037042000","Block 2000, Block Group 2, Census Tract 37.04, Fayette County, Kentucky","0","0","0",
"1000000US210670037042001","Block 2001, Block Group 2, Census Tract 37.04, Fayette County, Kentucky","0","0","0",
"1000000US210670037042002","Block 2002, Block Group 2, Census Tract 37.04, Fayette County, Kentucky","0","0","0",
"1000000US210670037042003","Block 2003, Block Group 2, Census Tract 37.04, Fayette County, Kentucky","107","107","0",
"1000000US210670037042004","Block 2004, Block Group 2, Census Tract 37.04, Fayette County, Kentucky","19","19","0",
"1000000US210670037042005","Block 2005, Block Group 2, Census Tract 37.04, Fayette County, Kentucky","13","13","0",
"1000000US210670037042006","Block 2006, Block Group 2, Census Tract 37.04, Fayette County, Kentucky","45","26","19",
"1000000US210670037042007","Block 2007, Block Group 2, Census Tract 37.04, Fayette County, Kentucky","6","6","0",
"1000000US210670037042008","Block 2008, Block Group 2, Census Tract 37.04, Fayette County, Kentucky","46","42","4",
"1000000US210670037042009","Block 2009, Block Group 2, Census Tract 37.04, Fayette County, Kentucky","0","0","0",
"1000000US210670037042010","Block 2010, Block Group 2, Census Tract 37.04, Fayette County, Kentucky","113","113","0",
"1000000US210670037042011","Block 2011, Block Group 2, Census Tract 37.04, Fayette County, Kentucky","28","28","0",
"1000000US210670037042012","Block 2012, Block Group 2, Census Tract 37.04, Fayette County, Kentucky","5","5","0",
"1000000US210670037042013","Block 2013, Block Group 2, Census Tract 37.04, Fayette County, Kentucky","34","34","0",
"1000000US210670037042014","Block 2014, Block Group 2, Census Tract 37.04, Fayette County, Kentucky","26","26","0",
"1000000US210670037042015","Block 2015, Block Group 2, Census Tract 37.04, Fayette County, Kentucky","14","14","0",
"1000000US210670037042016","Block 2016, Block Group 2, Census Tract 37.04, Fayette County, Kentucky","25","25","0",
"1000000US210670037042017","Block 2017, Block Group 2, Census Tract 37.04, Fayette County, Kentucky","22","16","6",
"1000000US210670037042018","Block 2018, Block Group 2, Census Tract 37.04, Fayette County, Kentucky","29","29","0",
"1000000US210670037042019","Block 2019, Block Group 2, Census Tract 37.04, Fayette County, Kentucky","3","2","1",
"1000000US210670037042020","Block 2020, Block Group 2, Census Tract 37.04, Fayette County, Kentucky","0","0","0",
"1000000US210670037042021","Block 2021, Block Group 2, Census Tract 37.04, Fayette County, Kentucky","0","0","0",
"1000000US210670037042022","Block 2022, Block Group 2, Census Tract 37.04, Fayette County, Kentucky","0","0","0",
"1000000US210670037042023","Block 2023, Block Group 2, Census Tract 37.04, Fayette County, Kentucky","81","81","0",
"1000000US210670037042024","Block 2024, Block Group 2, Census Tract 37.04, Fayette County, Kentucky","43","43","0",
"1000000US210670037042025","Block 2025, Block Group 2, Census Tract 37.04, Fayette County, Kentucky","73","62","11",
"1000000US210670037042026","Block 2026, Block Group 2, Census Tract 37.04, Fayette County, Kentucky","0","0","0",
"1000000US210670037042027","Block 2027, Block Group 2, Census Tract 37.04, Fayette County, Kentucky","0","0","0",
"1000000US210670037042028","Block 2028, Block Group 2, Census Tract 37.04, Fayette County, Kentucky","0","0","0",
