identifier,coords,lat,long
29701,"(38.0514745, -84.5145644)",38.0514745,-84.5145644
24480,"(38.03503499999999, -84.5063194)",38.03503499999999,-84.5063194
6360,"(38.01935, -84.46893)",38.01935,-84.46893
10463,"(37.96352389999999, -84.49040880000001)",37.96352389999999,-84.49040880000001
45399,"(38.00434359999999, -84.5683504)",38.00434359999999,-84.5683504
10897,"(37.979063, -84.497474)",37.979063,-84.497474
20988,"(37.982067099999995, -84.4754072)",37.982067099999995,-84.4754072
42426,"(38.04359120000001, -84.5477767)",38.04359120000001,-84.5477767
5597,"(38.039072, -84.48693400000002)",38.039072,-84.48693400000002
40602,"(38.0431498, -84.4819938)",38.0431498,-84.4819938
5776,"(38.08755000000001, -84.564341)",38.08755000000001,-84.564341
28315,"(38.0292837, -84.5307976)",38.0292837,-84.5307976
6040,"(37.9625602, -84.4751198)",37.9625602,-84.4751198
30223,"(38.047163399999995, -84.486271)",38.047163399999995,-84.486271
42696,"(38.06444020000001, -84.5016289)",38.06444020000001,-84.5016289
6527,"(37.980989, -84.482625)",37.980989,-84.482625
6611,"(38.04975900000001, -84.455133)",38.04975900000001,-84.455133
43124,"(38.0719608, -84.4977773)",38.0719608,-84.4977773
34360,"(38.0713544, -84.4969151)",38.0713544,-84.4969151
4557,"(37.97637399999999, -84.566835)",37.97637399999999,-84.566835
44749,"(38.00132969999999, -84.5594718)",38.00132969999999,-84.5594718
6984,"(37.99318399999999, -84.492117)",37.99318399999999,-84.492117
7050,"(38.038563999999994, -84.454565)",38.038563999999994,-84.454565
2114,"(37.9950309, -84.5221085)",37.9950309,-84.5221085
9620,"(38.04826899999999, -84.449097)",38.04826899999999,-84.449097
38759,"(38.048344, -84.4475691)",38.048344,-84.4475691
7442,"(38.00455, -84.574506)",38.00455,-84.574506
11503,"(38.01366509999999, -84.4484959)",38.01366509999999,-84.4484959
30558,"(38.0283163, -84.5205412)",38.0283163,-84.5205412
7638,"(37.9896389, -84.4109751)",37.9896389,-84.4109751
7654,"(37.98237209999999, -84.4132801)",37.98237209999999,-84.4132801
6705,"(38.002115, -84.548479)",38.002115,-84.548479
41089,"(38.07407199999999, -84.5466433)",38.07407199999999,-84.5466433
28346,"(38.03672710000001, -84.5078261)",38.03672710000001,-84.5078261
44903,"(37.987875599999995, -84.5557034)",37.987875599999995,-84.5557034
8336,"(38.011149, -84.50068)",38.011149,-84.50068
6830,"(37.977297, -84.476553)",37.977297,-84.476553
38154,"(38.0768531, -84.5475748)",38.0768531,-84.5475748
38004,"(38.097315499999986, -84.4298753)",38.097315499999986,-84.4298753
30867,"(38.016550699999996, -84.493972)",38.016550699999996,-84.493972
28827,"(38.0454412, -84.4945562)",38.0454412,-84.4945562
26209,"(38.033245199999996, -84.5420091)",38.033245199999996,-84.5420091
9084,"(38.068091, -84.457214)",38.068091,-84.457214
36583,"(38.0235399, -84.3801749)",38.0235399,-84.3801749
27313,"(38.020548000000005, -84.5504381)",38.020548000000005,-84.5504381
32779,"(37.924858500000006, -84.4131079)",37.924858500000006,-84.4131079
41512,"(38.0493591, -84.5396178)",38.0493591,-84.5396178
4766,"(37.960142000000005, -84.468914)",37.960142000000005,-84.468914
45227,"(38.008308099999994, -84.4958131)",38.008308099999994,-84.4958131
7549,"(37.990727, -84.473062)",37.990727,-84.473062
44651,"(37.99060130000001, -84.5713413)",37.99060130000001,-84.5713413
10775,"(38.00380500000001, -84.447487)",38.00380500000001,-84.447487
10512,"(38.008791, -84.487164)",38.008791,-84.487164
45422,"(38.009972000000005, -84.5639413)",38.009972000000005,-84.5639413
11293,"(38.03444799999999, -84.543579)",38.03444799999999,-84.543579
31194,"(37.97667889999999, -84.459375)",37.97667889999999,-84.459375
44571,"(37.99201819999999, -84.5771236)",37.99201819999999,-84.5771236
10414,"(37.95941999999998, -84.525197)",37.95941999999998,-84.525197
10908,"(37.99546539999999, -84.5405448)",37.99546539999999,-84.5405448
28268,"(38.0141551, -84.5214535)",38.0141551,-84.5214535
10296,"(37.97411, -84.52204)",37.97411,-84.52204
9698,"(37.965465, -84.468641)",37.965465,-84.468641
4087,"(38.016901, -84.481837)",38.016901,-84.481837
7531,"(38.017501, -84.439232)",38.017501,-84.439232
24442,"(38.037946600000005, -84.5128907)",38.037946600000005,-84.5128907
20497,"(38.042874999999995, -84.4542171)",38.042874999999995,-84.4542171
43108,"(38.037354199999996, -84.4650715)",38.037354199999996,-84.4650715
11693,"(38.03518369999998, -84.4668435)",38.03518369999998,-84.4668435
8041,"(38.034858, -84.467274)",38.034858,-84.467274
11723,"(37.929424, -84.477864)",37.929424,-84.477864
11724,"(37.928989, -84.478791)",37.928989,-84.478791
11725,"(37.928678, -84.47948)",37.928678,-84.47948
11726,"(37.928348, -84.480191)",37.928348,-84.480191
11727,"(37.9280279, -84.4808947)",37.9280279,-84.4808947
11728,"(37.927702000000004, -84.481605)",37.927702000000004,-84.481605
12360,"(37.92871989999998, -84.4814131)",37.92871989999998,-84.4814131
13274,"(37.929529999999986, -84.48013700000001)",37.929529999999986,-84.48013700000001
13203,"(37.92702899999999, -84.481393)",37.92702899999999,-84.481393
13495,"(37.929128999999996, -84.480775)",37.929128999999996,-84.480775
13204,"(37.926598999999996, -84.48234800000002)",37.926598999999996,-84.48234800000002
11729,"(37.927612, -84.481802)",37.927612,-84.481802
11730,"(37.927103, -84.482917)",37.927103,-84.482917
31608,"(37.91494149999999, -84.4727301)",37.91494149999999,-84.4727301
13651,"(37.960271, -84.5538579)",37.960271,-84.5538579
32156,"(37.87823019999998, -84.4585083)",37.87823019999998,-84.4585083
39461,"(37.982209100000006, -84.661344)",37.982209100000006,-84.661344
11837,"(37.9596903, -84.5512625)",37.9596903,-84.5512625
13650,"(37.96132600000001, -84.558442)",37.96132600000001,-84.558442
38531,"(37.97928329999999, -84.6633688)",37.97928329999999,-84.6633688
13709,"(37.92884, -84.475807)",37.92884,-84.475807
35453,"(37.9597462, -84.557411)",37.9597462,-84.557411
28240,"(37.942884199999995, -84.5222223)",37.942884199999995,-84.5222223
36510,"(37.9737724, -84.6341727)",37.9737724,-84.6341727
41814,"(37.9004708, -84.475877)",37.9004708,-84.475877
11814,"(37.913709, -84.473503)",37.913709,-84.473503
38544,"(37.9108858, -84.4726118)",37.9108858,-84.4726118
12019,"(37.951803, -84.541287)",37.951803,-84.541287
12010,"(37.9257781, -84.4915606)",37.9257781,-84.4915606
37429,"(37.9258349, -84.4915432)",37.9258349,-84.4915432
42416,"(37.95059349999999, -84.5415902)",37.95059349999999,-84.5415902
12036,"(37.85983470000001, -84.4623444)",37.85983470000001,-84.4623444
35964,"(37.8533432, -84.4584568)",37.8533432,-84.4584568
14378,"(37.85992199999999, -84.462603)",37.85992199999999,-84.462603
11947,"(37.961172499999996, -84.5965982)",37.961172499999996,-84.5965982
13845,"(37.9708718, -84.5940845)",37.9708718,-84.5940845
12074,"(37.969176299999994, -84.5976636)",37.969176299999994,-84.5976636
12073,"(37.9682638, -84.5951038)",37.9682638,-84.5951038
19597,"(37.9682003, -84.5948963)",37.9682003,-84.5948963
39405,"(37.937451, -84.5084484)",37.937451,-84.5084484
12149,"(37.93687940000001, -84.5075735)",37.93687940000001,-84.5075735
14315,"(37.966108299999995, -84.595793)",37.966108299999995,-84.595793
38733,"(37.88706559999999, -84.47476580000001)",37.88706559999999,-84.47476580000001
12648,"(37.85127899999999, -84.44675)",37.85127899999999,-84.44675
12189,"(37.85099299999999, -84.4433438)",37.85099299999999,-84.4433438
12191,"(37.852240699999996, -84.4413866)",37.852240699999996,-84.4413866
43867,"(37.975611, -84.6115301)",37.975611,-84.6115301
12263,"(37.97601349999999, -84.6113329)",37.97601349999999,-84.6113329
32529,"(37.93864349999999, -84.5103591)",37.93864349999999,-84.5103591
13863,"(37.97693509999999, -84.6108467)",37.97693509999999,-84.6108467
37283,"(37.88557329999999, -84.4663149)",37.88557329999999,-84.4663149
12258,"(37.885054200000006, -84.4656571)",37.885054200000006,-84.4656571
12260,"(37.88434199999998, -84.4648873)",37.88434199999998,-84.4648873
42424,"(37.97068639999999, -84.6177954)",37.97068639999999,-84.6177954
38105,"(37.97853139999999, -84.6435643)",37.97853139999999,-84.6435643
43886,"(38.04285279999999, -84.4539715)",38.04285279999999,-84.4539715
12792,"(37.93967, -84.512522)",37.93967,-84.512522
12796,"(37.93956, -84.512203)",37.93956,-84.512203
12322,"(37.9405918, -84.5118925)",37.9405918,-84.5118925
12364,"(37.883320000000005, -84.463785)",37.883320000000005,-84.463785
32855,"(37.9297474, -84.49987090000002)",37.9297474,-84.49987090000002
32851,"(37.928239100000006, -84.5011229)",37.928239100000006,-84.5011229
13494,"(37.92836669999999, -84.4820989)",37.92836669999999,-84.4820989
39262,"(37.980768199999986, -84.6599324)",37.980768199999986,-84.6599324
3279,"(38.000211, -84.646601)",38.000211,-84.646601
41447,"(37.98088030000001, -84.6616137)",37.98088030000001,-84.6616137
13439,"(37.92973999999999, -84.479794)",37.92973999999999,-84.479794
35598,"(37.9785755, -84.6235717)",37.9785755,-84.6235717
14127,"(37.977017399999994, -84.6273013)",37.977017399999994,-84.6273013
12490,"(37.92624399999999, -84.481937)",37.92624399999999,-84.481937
13956,"(37.926169, -84.481629)",37.926169,-84.481629
12519,"(37.926984, -84.47822700000002)",37.926984,-84.47822700000002
13713,"(37.92495, -84.475824)",37.92495,-84.475824
13977,"(37.927302, -84.477526)",37.927302,-84.477526
20499,"(38.0429141, -84.4542825)",38.0429141,-84.4542825
39903,"(37.9732084, -84.6191471)",37.9732084,-84.6191471
37151,"(37.97646280000001, -84.6190505)",37.97646280000001,-84.6190505
12578,"(37.977261, -84.620007)",37.977261,-84.620007
12598,"(37.98075699999998, -84.638829)",37.98075699999998,-84.638829
35424,"(37.98136489999999, -84.6405981)",37.98136489999999,-84.6405981
12600,"(37.98152799999998, -84.641018)",37.98152799999998,-84.641018
12601,"(37.981541, -84.641064)",37.981541,-84.641064
12603,"(37.9878721, -84.6013205)",37.9878721,-84.6013205
13853,"(37.9874743, -84.5997827)",37.9874743,-84.5997827
12610,"(37.87438179999999, -84.4549647)",37.87438179999999,-84.4549647
33294,"(37.8745705, -84.45546390000001)",37.8745705,-84.45546390000001
42184,"(37.8738971, -84.4540901)",37.8738971,-84.4540901
12612,"(37.8714798, -84.4542251)",37.8714798,-84.4542251
38091,"(37.9758165, -84.6435162)",37.9758165,-84.6435162
38874,"(37.86899629999999, -84.4418924)",37.86899629999999,-84.4418924
35265,"(37.86836650000001, -84.4450096)",37.86836650000001,-84.4450096
12642,"(37.867999999999995, -84.446213)",37.867999999999995,-84.446213
12666,"(37.939218, -84.519821)",37.939218,-84.519821
12665,"(37.941553, -84.517993)",37.941553,-84.517993
12688,"(37.981827, -84.588476)",37.981827,-84.588476
13870,"(37.98024999999999, -84.589484)",37.98024999999999,-84.589484
13741,"(37.939897, -84.513171)",37.939897,-84.513171
33218,"(37.976844699999994, -84.630804)",37.976844699999994,-84.630804
14282,"(37.9847613, -84.6375831)",37.9847613,-84.6375831
12793,"(37.941644100000005, -84.5111345)",37.941644100000005,-84.5111345
12794,"(37.94253889999999, -84.5104583)",37.94253889999999,-84.5104583
12826,"(37.9817075, -84.5997585)",37.9817075,-84.5997585
45680,"(37.9806947, -84.5999373)",37.9806947,-84.5999373
45678,"(37.979084, -84.6007106)",37.979084,-84.6007106
14153,"(37.9816888, -84.5992652)",37.9816888,-84.5992652
34820,"(37.975126800000005, -84.625226)",37.975126800000005,-84.625226
12878,"(37.975155799999996, -84.6253183)",37.975155799999996,-84.6253183
37061,"(37.97406119999999, -84.6218897)",37.97406119999999,-84.6218897
12895,"(37.97713, -84.58725)",37.97713,-84.58725
35271,"(37.9708897, -84.6255191)",37.9708897,-84.6255191
13593,"(37.975282, -84.629762)",37.975282,-84.629762
12925,"(37.978385, -84.582089)",37.978385,-84.582089
37347,"(37.97325419999999, -84.6287709)",37.97325419999999,-84.6287709
42985,"(37.9718989, -84.6286683)",37.9718989,-84.6286683
13011,"(37.975657000000005, -84.584887)",37.975657000000005,-84.584887
12934,"(37.979023000000005, -84.597439)",37.979023000000005,-84.597439
12933,"(37.9790391, -84.5973171)",37.9790391,-84.5973171
12935,"(37.979099, -84.597735)",37.979099,-84.597735
12828,"(37.98016100000002, -84.600176)",37.98016100000002,-84.600176
14132,"(37.940684000000005, -84.515459)",37.940684000000005,-84.515459
12966,"(37.940393, -84.514588)",37.940393,-84.514588
41482,"(37.97710719999999, -84.5848735)",37.97710719999999,-84.5848735
20495,"(38.042834799999994, -84.454345)",38.042834799999994,-84.454345
4230,"(37.978030000000004, -84.570397)",37.978030000000004,-84.570397
13063,"(37.97545199999999, -84.587906)",37.97545199999999,-84.587906
41836,"(37.9154179, -84.5006739)",37.9154179,-84.5006739
13997,"(37.9777073, -84.594921)",37.9777073,-84.594921
13111,"(37.97778679999999, -84.5952382)",37.97778679999999,-84.5952382
28243,"(37.94633350000001, -84.5303973)",37.94633350000001,-84.5303973
13715,"(37.92647999999999, -84.481)",37.92647999999999,-84.481
11891,"(37.92924, -84.476554)",37.92924,-84.476554
13202,"(37.928886999999996, -84.477343)",37.928886999999996,-84.477343
13216,"(37.945878, -84.529876)",37.945878,-84.529876
13277,"(37.973636, -84.594261)",37.973636,-84.594261
13846,"(37.971207799999995, -84.5952732)",37.971207799999995,-84.5952732
13581,"(37.97328859999999, -84.5931444)",37.97328859999999,-84.5931444
20537,"(38.03816849999998, -84.4228455)",38.03816849999998,-84.4228455
13308,"(37.970791, -84.590622)",37.970791,-84.590622
13659,"(37.97001289999999, -84.584901)",37.97001289999999,-84.584901
13352,"(37.977574999999995, -84.59872200000001)",37.977574999999995,-84.59872200000001
35045,"(37.96842739999999, -84.5697872)",37.96842739999999,-84.5697872
43434,"(37.9824644, -84.5953693)",37.9824644,-84.5953693
13484,"(37.926324, -84.479672)",37.926324,-84.479672
13499,"(37.927614, -84.4834767)",37.927614,-84.4834767
13493,"(37.92758589999999, -84.4832263)",37.92758589999999,-84.4832263
13496,"(37.929909, -84.47944)",37.929909,-84.47944
11731,"(37.92607900000001, -84.485128)",37.92607900000001,-84.485128
13714,"(37.924648999999995, -84.477517)",37.924648999999995,-84.477517
13978,"(37.926646, -84.47896)",37.926646,-84.47896
13521,"(37.88538599999998, -84.463788)",37.88538599999998,-84.463788
13520,"(37.88471799999999, -84.465301)",37.88471799999999,-84.465301
35046,"(37.967869900000004, -84.5717333)",37.967869900000004,-84.5717333
36616,"(37.9680756, -84.5700534)",37.9680756,-84.5700534
38772,"(37.9688715, -84.5693473)",37.9688715,-84.5693473
35840,"(37.9804946, -84.5835727)",37.9804946,-84.5835727
